nodes,distance
"[5707060227, 5707054217]",0.430305
"[8189781446, 6662352880]",0.110712
"[6662352880, 98012399]",0.330933
"[6662352878, 98012399]",0.696048
"[8189781426, 6662352881]",0.110712
"[6662487546, 5704382356]",0.330933
"[6662487546, 5704382356]",0.330933
"[6662487546, 102985688]",0.330933
"[6662487544, 4022966515]",0.661865
"[5843520140, 993037639]",2.351054
"[993037598, 4902374739]",1.557855
"[11163896862, 4902374736]",1.594301
"[11163896862, 4902374736]",1.594301
"[4902374737, 5843520138]",3.343491
"[11163896862, 4902374736]",1.594301
"[8184606234, 6662487543]",0.103955
"[8184606234, 8184202955]",2.678738
"[8184606234, 8184202955]",2.678738
"[8184202955, 8184202945]",0.90977
"[8184202955, 8184202945]",0.90977
"[8184202960, 75618029]",0.330933
"[8184606184, 6646826309]",0.330933
"[8184606184, 8184606178]",0.802387
"[8184606184, 8184606178]",1.150205
"[8184606178, 8178544878]",1.74012
"[8184606178, 8178544878]",1.74012
"[8178544878, 6646847595]",0.207909
"[6646847594, 75617751]",1.620986
"[5857305437, 75617751]",0.86061
"[8184606185, 8184606187]",0.633478
"[10555858433, 8184606185]",0.0
"[10555858431, 8184606185]",3.047039
"[5703662589, 309597635]",0.633478
"[5703662589, 309597635]",0.633478
"[5405026114, 309597635]",1.25236
"[5405026114, 309597644]",1.574963
"[11348293011, 309642117]",0.221424
"[10583987401, 5701485503]",0.221424
"[2218313053, 75617763]",3.333912
"[2218313053, 75617763]",3.333912
"[10142034277, 10142034278]",1.620986
"[10142034277, 10142034278]",1.620986
"[2218313051, 10142034276]",2.997072
"[5405026116, 2218313051]",3.145145
"[10584029005, 10584029022]",0.851843
"[6644368696, 5405026120]",0.442848
"[1497570435, 10583987404]",1.214879
"[10583987404, 75617762]",3.202355
"[10584029098, 11323279301]",1.324853
"[11336026503, 11336026494]",2.017069
"[11465167155, 11336026501]",0.94212
"[11465167155, 1497570444]",2.878509
"[6644554184, 1497570444]",0.151867
"[11314900772, 11336019767]",3.261254
"[443033952, 6644523703]",0.60747
"[11336026486, 75617760]",2.182633
"[1497570422, 5927909820]",0.415819
"[11336026485, 1497570422]",0.633478
"[6644523701, 309601293]",2.024176
"[6644523701, 309601293]",2.024176
"[6644523700, 309601293]",3.112705
"[11832076990, 75617755]",2.20817
"[11304265478, 1497570407]",0.415819
"[1497570404, 2169312345]",1.594301
"[75617754, 6644523698]",1.391627
"[11451665536, 104763597]",0.382476
"[6644523693, 104763597]",0.519774
"[6644656678, 4023225769]",0.0
"[6644523691, 6644523689]",0.103955
"[8176640946, 6644523689]",0.519774
"[6644523689, 6644523687]",0.244612
"[6646949997, 1497570400]",0.244612
"[6646949997, 98009579]",0.696048
"[6646949996, 98009579]",0.235549
"[8176640995, 6646949995]",0.442848
"[6646949995, 5703662600]",0.563236
"[6591434270, 6591434269]",0.760625
"[6591434270, 6591434269]",0.760625
"[6591434256, 6647007970]",0.348024
"[6591434256, 6647007970]",0.938997
"[6646949993, 98009663]",0.348024
"[6647027046, 98044325]",0.661865
"[6647027046, 98044325]",0.661865
"[6647027044, 98044325]",1.392096
"[317807048, 6647148049]",0.0
"[6647148048, 92383107]",3.616741
"[6647148047, 92383107]",1.035107
"[10584131490, 7179209952]",1.426601
"[6611608741, 10168759408]",0.454885
"[6611608741, 10168759408]",0.591316
"[10168769272, 6647319338]",2.141066
"[10168769259, 317968491]",1.449498
"[10168769259, 10168769257]",1.214879
"[10168769257, 10168769258]",2.728275
"[10168769246, 10168769256]",1.743347
"[10168769273, 10168769246]",0.455602
"[10168769273, 10168769245]",1.288328
"[10168769273, 10168769245]",4.62363
"[10168769273, 10168769245]",3.031588
"[10168769273, 10168769245]",1.591637
"[10168769270, 10168769268]",0.759337
"[6661112986, 98044811]",0.110712
"[6670759503, 6661112992]",0.151867
"[6670759503, 6661112987]",0.682846
"[6661112988, 977668083]",0.783685
"[10165813925, 977668083]",1.670541
"[6661176019, 5703675543]",0.207909
"[5703675543, 1955238047]",1.365692
"[10164900178, 8830835285]",1.667891
"[10164900178, 8830835285]",1.667891
"[10164900175, 8830835285]",0.994804
"[10137238263, 103014252]",0.914303
"[10137238263, 103014252]",0.914303
"[10137238263, 103014252]",0.914303
"[2290010739, 104833833]",0.303735
"[2290010739, 104833833]",0.235549
"[2290010739, 104833833]",0.235549
"[2577878431, 104833833]",0.985281
"[2577878432, 2577878431]",1.136759
"[7085692631, 2577878432]",1.288328
"[10161188202, 6551105794]",0.455602
"[10161188211, 1388478376]",4.941047
"[1388478372, 1388478368]",1.344713
"[1388478379, 1388478374]",6.539976
"[1388478400, 1388478395]",4.991786
"[1388478401, 1388478391]",0.0
"[11099762382, 11099762379]",0.531434
"[5406185118, 309815539]",2.00287
"[5406185118, 309815539]",0.207909
"[10943481606, 98047219]",1.696113
"[10943481606, 98047219]",1.472114
"[9895311825, 98047219]",2.470901
"[10164860963, 7202347681]",2.105456
"[10164860963, 7202347681]",2.105456
"[10165813922, 103014997]",2.723153
"[2428084656, 103014997]",2.125734
"[2587513896, 2428084656]",1.472114
"[6638839020, 2587513896]",0.961437
"[6638839020, 103015870]",0.235549
"[6638732138, 6638429868]",0.103955
"[6638732138, 6638429868]",0.103955
"[6638732138, 6638429868]",0.103955
"[6638839019, 103015870]",0.0
"[6638839019, 103015870]",0.0
"[6638839012, 6638839007]",0.110712
"[6638839012, 6638839007]",0.0
"[6638839007, 6638839005]",0.633478
"[6638839004, 6638839002]",0.736057
"[6638839008, 103015031]",0.672356
"[6638903933, 6638903930]",0.221424
"[6638903933, 6638903930]",0.221424
"[6638903938, 6638903933]",0.348024
"[6638903938, 6638903933]",0.348024
"[6638903938, 6638903933]",0.781924
"[6638903938, 6638903933]",0.781924
"[5689588156, 5689588154]",0.221424
"[5689588156, 5689588155]",0.330933
"[6638903935, 5689588156]",0.672356
"[8299505877, 6638903935]",1.344713
"[6641790711, 1819499870]",1.235451
"[11262029164, 1819499870]",1.017867
"[8299505881, 8299505879]",0.90977
"[6661246415, 6555407712]",0.454885
"[6661246415, 6555407712]",0.454885
"[6661246415, 6555407712]",0.454885
"[6641790709, 6661246415]",0.110712
"[6661487938, 6661272587]",1.126472
"[6661487938, 6661272587]",0.672356
"[6685192248, 6685192246]",0.563236
"[6685192248, 6685192246]",0.454885
"[6685192246, 5689633720]",0.563236
"[6641790705, 103015872]",0.781924
"[8299485992, 6685192243]",0.348024
"[8299485992, 6685192243]",1.017867
"[8299485992, 6685192243]",1.017867
"[6685192243, 5887265676]",0.348024
"[6641790704, 103015875]",1.126472
"[104826387, 6641919258]",1.017867
"[104826387, 6641919256]",0.696048
"[6579519009, 5698121779]",4.332027
"[6579519009, 5698121779]",4.632977
"[5698121785, 2294357126]",3.988876
"[5698121785, 2294357126]",4.9655
"[6661282310, 2290021877]",0.110712
"[6661282310, 2290021877]",0.110712
"[6661282310, 2290021877]",3.597267
"[6661487931, 6661282309]",4.12764
"[6661487931, 5698121782]",5.598974
"[6661674016, 6661674015]",0.348024
"[7202327199, 6661674014]",4.12764
"[6661674014, 6661674013]",1.017867
"[6661674010, 6661674011]",0.563236
"[6661674011, 5698522251]",4.556953
"[6661620571, 5698522251]",5.566509
"[2964574729, 2290021881]",0.221424
"[6659194067, 84783329]",0.672356
"[6689475848, 5698813075]",5.088339
"[6689475848, 5698813075]",5.088339
"[6689475848, 6689475847]",0.802387
"[6689475848, 6689475847]",0.802387
"[6689475848, 6689475847]",0.802387
"[6659196481, 103013298]",4.455027
"[6689479752, 6689479750]",0.802387
"[6689509687, 6689509686]",1.017867
"[6689542423, 6689509687]",4.556953
"[6689542423, 6689509687]",4.556953
"[6689509685, 6689505884]",0.110712
"[6689547102, 6689509685]",5.721687
"[5701018507, 6689505882]",0.348024
"[6689518452, 6689518451]",0.696048
"[6689518452, 6689518450]",6.784451
"[6689518450, 6689518449]",0.348024
"[6689518453, 6689296378]",1.017867
"[10213545214, 6689296376]",6.153036
"[10213545214, 6689296376]",3.639081
"[6689518454, 5872666593]",7.315845
"[6689518454, 6689296374]",7.255112
"[5872671841, 6689518454]",7.315845
"[6689518455, 6689296372]",1.126472
"[3877527249, 103012716]",7.192681
"[3877527249, 103012716]",7.192681
"[98045871, 103012716]",3.746949
"[6661112995, 103012716]",3.379415
"[98045871, 103012716]",3.746949
"[317968487, 98045871]",4.397124
"[317968487, 98045871]",2.144231
"[6658825802, 317968487]",0.802387
"[11217507431, 6658825807]",1.235451
"[6658825807, 6658825803]",3.087004
"[6658825804, 6658825803]",0.781924
"[6658825804, 6658825803]",0.221424
"[6661282305, 3877527239]",3.59634
"[6648066798, 3877527239]",0.563236
"[6648066799, 6648066798]",4.698877
"[6648066799, 6648066798]",3.136278
"[10149108518, 6647148044]",0.541639
"[6647148047, 92383107]",1.035107
"[10149108566, 92383107]",1.938894
"[6651399681, 98043907]",2.028775
"[6651547074, 5703642418]",1.413295
"[6651547074, 98044324]",0.799898
"[6651547074, 98044324]",0.799898
"[6651547074, 98044324]",0.799898
"[8178504807, 6651547072]",0.783685
"[8178544845, 6651547072]",0.151867
"[8178544869, 8178544826]",0.532184
"[8178544869, 8178544840]",0.833945
"[8178544840, 6651547071]",0.843458
"[8178544839, 6651547071]",0.391842
"[6651547071, 6651547068]",0.764952
"[6651547069, 317319373]",0.489224
"[8176641081, 6651547069]",0.235549
"[11112265411, 98012401]",0.696048
"[6651584910, 98012401]",0.0
"[8176641087, 6651584910]",0.430305
"[8176641087, 8176641028]",0.454885
"[8176641033, 8176641032]",0.348024
"[8176641054, 8176641034]",0.455602
"[8176641054, 8176641034]",0.455602
"[8176641035, 8176641054]",0.911204
"[8176641060, 2367215370]",0.532184
"[8176641038, 8176641037]",0.0
"[6668245185, 2367215370]",0.151867
"[8176641049, 421501432]",1.32373
"[8173724231, 8173724230]",0.633478
"[8173724231, 6662719069]",1.822409
"[8173724231, 6662719069]",1.822409
"[8173724231, 6662719069]",1.297863
"[6662289410, 421501417]",0.244612
"[6662289410, 421501417]",1.634797
"[8173724201, 8173724141]",1.083279
"[8173724141, 8173724181]",0.244612
"[8173724141, 8173724181]",0.244612
"[8173724141, 8173724181]",0.244612
"[8173724201, 8173724141]",1.083279
"[8173724200, 8173724140]",0.471098
"[8173724171, 98009340]",0.430305
"[102997197, 102990398]",0.235549
"[102997197, 102990398]",0.235549
"[8173724164, 102990398]",0.244612
"[6689431167, 98014766]",2.985883
"[6689431166, 98014766]",0.633478
"[10130015947, 10130015931]",2.046837
"[6689431165, 6689431164]",0.330933
"[6689431165, 6689431164]",0.330933
"[6689625507, 6689473460]",0.244612
"[6689473460, 98010336]",0.733836
"[6689473460, 98010336]",0.733836
"[6689473460, 98010336]",0.733836
"[8184202872, 8184202870]",0.244612
"[8184202872, 8184202871]",0.110712
"[10130015964, 8184202871]",0.110712
"[11224731096, 8184202841]",0.727683
"[8184202843, 11224731096]",0.235549
"[6689714426, 102990802]",0.311864
"[6689714424, 102990802]",0.727683
"[6689714424, 102990802]",0.311864
"[8184202811, 8184202812]",0.519774
"[8184202795, 8184202796]",1.147427
"[6689714423, 102991092]",0.311864
"[8184202794, 102991092]",0.736057
"[8184202794, 102991092]",0.207909
"[6689714419, 102991090]",0.531434
"[6689714416, 102991090]",0.311864
"[6689714416, 102991090]",0.311864
"[6689714416, 102991090]",0.311864
"[6689714416, 317968690]",0.207909
"[8184202725, 8184202724]",0.430305
"[8184202725, 8184177167]",0.330933
"[8184202725, 4023443601]",0.0
"[8184202725, 4023443601]",0.0
"[6689486576, 4023443601]",0.330933
"[8179214844, 103001093]",0.895508
"[8179214844, 8179214833]",0.781924
"[8179214844, 4722367628]",0.430305
"[103003108, 4722367635]",0.727683
"[103003108, 4722367635]",0.519774
"[103003108, 4722367635]",0.519774
"[103003108, 4722367635]",0.519774
"[4722367639, 4722367638]",1.001815
"[4722367638, 4072998503]",0.103955
"[4722367642, 4722367632]",0.221424
"[4722367643, 4722367642]",1.001815
"[4722367641, 4072998502]",0.348024
"[9766564053, 4072998502]",0.103955
"[9766564052, 9766564053]",0.623728
"[9766564052, 103052491]",0.454885
"[9766564052, 103052491]",0.696048
"[9766564052, 103052491]",0.802387
"[1905193324, 103002487]",0.696048
"[8259084469, 8259084467]",0.110712
"[6408551376, 98022524]",2.723153
"[4024904900, 4024904899]",0.103955
"[4024904902, 4024904901]",0.103955
"[8179214845, 8179203907]",0.454885
"[8179214845, 4024904903]",0.838975
"[1497971577, 4024904903]",0.110712
"[8179214884, 6684369028]",0.0
"[8179214884, 6684369031]",0.90977
"[8179214884, 98022231]",0.207909
"[8179214884, 98022231]",0.311864
"[11893436531, 98022233]",0.838975
"[10137277735, 5716530368]",0.442848
"[10137277731, 10137277730]",3.640099
"[10137277687, 98022239]",2.516924
"[10137277724, 98022242]",0.221424
"[5684393987, 98022242]",2.58183
"[10137277723, 10137277722]",2.151525
"[5684395533, 10137277686]",1.900433
"[5684393974, 98022245]",1.351411
"[5684393974, 98022245]",1.351411
"[5684393974, 98022245]",1.559321
"[5684393974, 98022246]",1.871185
"[5684393984, 98022247]",1.871185
"[5684395529, 98022247]",1.76723
"[10137277737, 5684395529]",0.664271
"[10137277736, 98022249]",0.553559
"[10137277672, 98022249]",3.230194
"[10137277681, 6601195616]",2.88548
"[8265789526, 98022250]",1.443004
"[8265789526, 98022250]",1.443004
